Work Item Type,ID,Title,Assigned To,State,Area Path,Tags,Comment Count,Description
"User Story","729","Promote Workload",,"New","Cloud Adoption Plan","Workload Template","0","Tune the migrated assets based on testing feedback"
"User Story","728","Optimize Workload Assets",,"New","Cloud Adoption Plan","Workload Template","0","Tune the migrated assets based on observations"
"User Story","727","Test Workload",,"New","Cloud Adoption Plan","Workload Template","0","Validate funcationality of the workload"
"User Story","726","VM 3 - SQL Server",,"New","Cloud Adoption Plan","Workload Template","0","VM to be migrated"
"User Story","725","VM - Middle Tier",,"New","Cloud Adoption Plan","Workload Template","0","VM to be migrated"
"User Story","724","VM - UX Server",,"New","Cloud Adoption Plan","Workload Template","0","VM to be migrated"
"User Story","723","Assess the workload",,"New","Cloud Adoption Plan","Workload Template","0","<div><span><a href=""https://docs.microsoft.com/en-us/azure/architecture/cloud-adoption/migrate/migration-considerations/assess/?branch=pr-en-us-47"">https://docs.microsoft.com/en-us/azure/architecture/cloud-adoption/migrate/migration-considerations/assess/?branch=pr-en-us-47</a><br></span> </div>"
"User Story","722","Prerequisites",,"New","Cloud Adoption Plan","Workload Template","0","Validate completion of prerequisites &amp; document answers"
"Task","720","Update the migration tooling decision tree to reflect VMWare migration options",,"New","Cloud Adoption Plan","First Host","0","<div><span>Download and modify the migration tool decision tree to align to your expanded migration processes&nbsp;<a href=""https://docs.microsoft.com/en-us/azure/architecture/cloud-adoption/decision-guides/migrate-decision-guide/"">https://docs.microsoft.com/en-us/azure/architecture/cloud-adoption/decision-guides/migrate-decision-guide/</a></span> </div>"
"Task","718","Document configuration",,"New","Cloud Adoption Plan","Workload Template","0","Document Configuration of the VM in the User Story"
"Task","715","Update the adoption plan",,"New","Cloud Adoption Plan","First Workload","0","<div><span>Update the migration plan with any process or task changes based on the first workload<br></span> </div>"
"Task","713","Document change",,"New","Cloud Adoption Plan","Workload Template","0","Record the change in sizing in the parent feature, along with the reason for change"
"Task","711","Document configuration",,"New","Cloud Adoption Plan","Workload Template","0","Document Configuration of the VM in the User Story"
"Task","710","Decommission",,"New","Cloud Adoption Plan","Workload Template","0","<div>Terminate or resuse the allocated resources&nbsp;<a href=""https://docs.microsoft.com/en-us/azure/architecture/cloud-adoption/migrate/migration-considerations/optimize/decommission"">https://docs.microsoft.com/en-us/azure/architecture/cloud-adoption/migrate/migration-considerations/optimize/decommission</a> </div>"
"Task","709","Environment readiness (Landing Zone)",,"New","Cloud Adoption Plan","Workload Template","0","<div>Has the cloud migration target been established? Are the necessary migration tools in place? Has a resource organization and naming standard been set for this workload's assets?&nbsp;<a href=""https://docs.microsoft.com/en-us/azure/architecture/cloud-adoption/migrate/migration-considerations/prerequisites/planning-checklist"">https://docs.microsoft.com/en-us/azure/architecture/cloud-adoption/migrate/migration-considerations/prerequisites/planning-checklist</a> </div>"
"Task","707","Final test",,"New","Cloud Adoption Plan","Workload Template","0","Validate availability of all assets before production"
"Task","706","Review Best Practices",,"New","Cloud Adoption Plan","First Workload","0","<div><span>Review migration best practices to identify additional technical requirements that would aid in the success of your migration effort:&nbsp;<a href=""https://docs.microsoft.com/en-us/azure/architecture/cloud-adoption/migrate/azure-best-practices/"">https://docs.microsoft.com/en-us/azure/architecture/cloud-adoption/migrate/azure-best-practices/</a></span> </div>"
"Task","705","Migration tool choice(s)",,"New","Cloud Adoption Plan","Workload Template","0","<div><span>Evaluate the approach to migrate the workload based on future state architecture decisions&nbsp;<a href=""https://docs.microsoft.com/en-us/azure/architecture/cloud-adoption/decision-guides/migrate-decision-guide/"">https://docs.microsoft.com/en-us/azure/architecture/cloud-adoption/decision-guides/migrate-decision-guide/</a></span> </div>"
"Task","704","Secure and Manage",,"New","Cloud Adoption Plan","Workload Template","0","Ideally governance, security, and operations have each been factored into the operating model for your cloud environments. If they have not, take a moment to validate security and management constraints for this asset.
<br>Guide: https://docs.microsoft.com/en-us/azure/architecture/cloud-adoption/migrate/azure-migration-guide/secure-and-manage
<br>Considerations: https://docs.microsoft.com/en-us/azure/architecture/cloud-adoption/migrate/migration-considerations/secure-and-manage/"
"Task","703","Secure and Manage",,"New","Cloud Adoption Plan","Workload Template","0","Ideally governance, security, and operations have each been factored into the operating model for your cloud environments. If they have not, take a moment to validate security and management constraints for this asset.
<br>Guide: https://docs.microsoft.com/en-us/azure/architecture/cloud-adoption/migrate/azure-migration-guide/secure-and-manage
<br>Considerations: https://docs.microsoft.com/en-us/azure/architecture/cloud-adoption/migrate/migration-considerations/secure-and-manage/"
"Task","702","Migrate VMs using NSX Layer 2 VPN",,"New","Cloud Adoption Plan","First Host","0","<div><span><a href=""https://docs.azure.cloudsimple.com/migrate-workloads/#migrate-vms-using-nsx-layer-2-vpn"">https://docs.azure.cloudsimple.com/migrate-workloads/#migrate-vms-using-nsx-layer-2-vpn</a><br></span> </div>"
"Task","701","Migrate VMs using PowerCLI",,"New","Cloud Adoption Plan","First Host","0","<div><span><a href=""https://docs.azure.cloudsimple.com/migrate-workloads/#migrate-vms-using-powercli"">https://docs.azure.cloudsimple.com/migrate-workloads/#migrate-vms-using-powercli</a><br></span> </div>"
"Task","700","Optimize workload(s)",,"New","Cloud Adoption Plan","Workload Template","0","Test, measure performance, and optimize workloads. When ready promote the workload to production
<br>Guide: https://docs.microsoft.com/en-us/azure/architecture/cloud-adoption/migrate/azure-migration-guide/optimize-and-transform
<br>Considerations: https://docs.microsoft.com/en-us/azure/architecture/cloud-adoption/migrate/migration-considerations/optimize/"
"Task","699","Optimize workload(s)",,"New","Cloud Adoption Plan","Workload Template","0","Test, measure performance, and optimize workloads. When ready promote the workload to production
<br>Guide: https://docs.microsoft.com/en-us/azure/architecture/cloud-adoption/migrate/azure-migration-guide/optimize-and-transform
<br>Considerations: https://docs.microsoft.com/en-us/azure/architecture/cloud-adoption/migrate/migration-considerations/optimize/"
"Task","698","Estimate Cloud Costs",,"New","Cloud Adoption Plan","Workload Template","0","<div><span>Estimate cost of the proposed workload. Update the business justification and budget accordingly.&nbsp;<a href=""https://docs.microsoft.com/en-us/azure/architecture/cloud-adoption/migrate/migration-considerations/assess/estimate"">https://docs.microsoft.com/en-us/azure/architecture/cloud-adoption/migrate/migration-considerations/assess/estimate</a></span> </div>"
"Task","697","Review Expanded Scope Checklist",,"New","Cloud Adoption Plan","First Workload","0","<div><span>Review the expanded scope checklist to identify any scope requirements which would cause significant deviations from the Azure Migration Guide:&nbsp;<a href=""https://docs.microsoft.com/en-us/azure/architecture/cloud-adoption/migrate/expanded-scope/"">https://docs.microsoft.com/en-us/azure/architecture/cloud-adoption/migrate/expanded-scope/</a></span> </div>"
"Task","696","Governance Review",,"New","Cloud Adoption Plan","Workload Template","0","<div>Validate adherence to governance or compliance requirements&nbsp;<a href=""https://docs.microsoft.com/en-us/azure/architecture/cloud-adoption/migrate/migration-considerations/optimize/promote"">https://docs.microsoft.com/en-us/azure/architecture/cloud-adoption/migrate/migration-considerations/optimize/promote</a> </div>"
"Task","694","Create/select automated test",,"New","Cloud Adoption Plan","Workload Template","0","Use an existing test or create a test script based on power user testing."
"Task","693","Adjust sizing",,"New","Cloud Adoption Plan","Workload Template","0","<div>Change the size of the deployed asset&nbsp;<a href=""https://docs.microsoft.com/en-us/azure/architecture/cloud-adoption/migrate/migration-considerations/optimize/optimize"">https://docs.microsoft.com/en-us/azure/architecture/cloud-adoption/migrate/migration-considerations/optimize/optimize</a> </div>"
"Task","691","Manual test with power users",,"New","Cloud Adoption Plan","Workload Template","0","<div>Observe power users from the business performing manual validation of the workload&nbsp;<a href=""https://docs.microsoft.com/en-us/azure/architecture/cloud-adoption/migrate/migration-considerations/optimize/business-test"">https://docs.microsoft.com/en-us/azure/architecture/cloud-adoption/migrate/migration-considerations/optimize/business-test</a> </div>"
"Task","690","Migrate",,"New","Cloud Adoption Plan","Workload Template","0","<div>Leverage the define migration solution to automate migration of the asset to the cloud. This step may be best executed as a single task for all assets associated with this workload. </div><div>Guide&nbsp;<a href=""https://docs.microsoft.com/en-us/azure/architecture/cloud-adoption/migrate/azure-migration-guide/migrate"">https://docs.microsoft.com/en-us/azure/architecture/cloud-adoption/migrate/azure-migration-guide/migrate</a> </div><div>Considerations:&nbsp;<a href=""https://docs.microsoft.com/en-us/azure/architecture/cloud-adoption/migrate/migration-considerations/migrate/"">https://docs.microsoft.com/en-us/azure/architecture/cloud-adoption/migrate/migration-considerations/migrate/</a> </div>"
"Task","689","Roles and Responsibilities",,"New","Cloud Adoption Plan","Workload Template","0","<div>The various functions required during this migration are represented by one or more members of the team.&nbsp;<a href=""https://docs.microsoft.com/en-us/azure/architecture/cloud-adoption/migrate/migration-considerations/prerequisites/culture-complexity?branch=pr-en-us-47"">https://docs.microsoft.com/en-us/azure/architecture/cloud-adoption/migrate/migration-considerations/prerequisites/culture-complexity</a> </div>"
"Task","687","Security Review",,"New","Cloud Adoption Plan","Workload Template","0","<div>Validate adherence to security baseline&nbsp;<a href=""https://docs.microsoft.com/en-us/azure/architecture/cloud-adoption/migrate/migration-considerations/optimize/promote"">https://docs.microsoft.com/en-us/azure/architecture/cloud-adoption/migrate/migration-considerations/optimize/promote</a> </div>"
"Task","685","Architect workload",,"New","Cloud Adoption Plan","Workload Template","0","<div><span>Define future state architecture for the workload:&nbsp;<a href=""https://docs.microsoft.com/en-us/azure/architecture/cloud-adoption/migrate/migration-considerations/assess/architect"">https://docs.microsoft.com/en-us/azure/architecture/cloud-adoption/migrate/migration-considerations/assess/architect</a></span> </div>"
"Task","683","Migrate",,"New","Cloud Adoption Plan","Workload Template","0","Leverage the define migration solution to automate migration of the asset to the cloud. This step may be best executed as a single task for all assets associated with this workload.
<br>Guide https://docs.microsoft.com/en-us/azure/architecture/cloud-adoption/migrate/azure-migration-guide/migrate
<br>Considerations: https://docs.microsoft.com/en-us/azure/architecture/cloud-adoption/migrate/migration-considerations/migrate/"
"Task","682","Migrate ISOs and Templates",,"New","Cloud Adoption Plan","First Host","0","<div><span><a href=""https://docs.azure.cloudsimple.com/migrate-workloads/#migrate-isos-and-templates"">https://docs.azure.cloudsimple.com/migrate-workloads/#migrate-isos-and-templates</a><br></span> </div>"
"Task","681","Configure on-premises DNS for private cloud",,"New","Cloud Adoption Plan","First Host","0","<div><span><a href=""https://docs.azure.cloudsimple.com/on-premises-dns-setup/"">https://docs.azure.cloudsimple.com/on-premises-dns-setup/</a><br></span> </div>"
"Task","679","Evaluate migration options used to migrate the first host",,"New","Cloud Adoption Plan","First Host","0","<div><span>Determine which approaches are to be supported during iterative migration processes</span> </div>"
"Task","678","Prerequisites",,"New","Cloud Adoption Plan","First Host","0","<div><span><a href=""https://docs.azure.cloudsimple.com/migrate-workloads/#prerequisites"">https://docs.azure.cloudsimple.com/migrate-workloads/#prerequisites</a><br></span> </div>"
"Task","677","Assess",,"New","Cloud Adoption Plan","Workload Template","0","Evaluate readiness, architecture, cost, and appropriate migration tooling
<br>Guide: https://docs.microsoft.com/en-us/azure/architecture/cloud-adoption/migrate/azure-migration-guide/assess
<br>Considerations: https://docs.microsoft.com/en-us/azure/architecture/cloud-adoption/migrate/migration-considerations/assess/
<br>Decision Tree: https://docs.microsoft.com/en-us/azure/architecture/cloud-adoption/decision-guides/migrate-decision-guide/"
"Task","675","Evaluate workload and asset readiness",,"New","Cloud Adoption Plan","Workload Template","0","<div><span><a href=""https://docs.microsoft.com/en-us/azure/architecture/cloud-adoption/migrate/migration-considerations/assess/evaluate"">https://docs.microsoft.com/en-us/azure/architecture/cloud-adoption/migrate/migration-considerations/assess/evaluate</a><br></span> </div>"
"Task","674","Azure Migration Guide",,"New","Cloud Adoption Plan","First Workload","0","<div><span>Follow the Azure Migration Guide to deploy the first workload in the cloud adoption plan. <a href=""https://docs.microsoft.com/en-us/azure/architecture/cloud-adoption/migrate/azure-migration-guide/?tabs=Overview"">https://docs.microsoft.com/en-us/azure/architecture/cloud-adoption/migrate/azure-migration-guide/?tabs=Overview</a><br></span> </div>"
"Task","673","Network dependencies",,"New","Cloud Adoption Plan","Workload Template","0","<div>Validate network traffic based on scale test to identify unplanned dependencies&nbsp;<a href=""https://docs.microsoft.com/en-us/azure/architecture/cloud-adoption/migrate/migration-considerations/optimize/promote"">https://docs.microsoft.com/en-us/azure/architecture/cloud-adoption/migrate/migration-considerations/optimize/promote</a> </div>"
"Task","672","Power down assets",,"New","Cloud Adoption Plan","Workload Template","0","<div>Turn off existing VMs&nbsp;<a href=""https://docs.microsoft.com/en-us/azure/architecture/cloud-adoption/migrate/migration-considerations/optimize/decommission"">https://docs.microsoft.com/en-us/azure/architecture/cloud-adoption/migrate/migration-considerations/optimize/decommission</a> </div>"
"Task","671","Decisions",,"New","Cloud Adoption Plan","Workload Template","0","<div>Evaluate decisions that impact migration efforts:&nbsp;<a href=""https://docs.microsoft.com/en-us/azure/architecture/cloud-adoption/migrate/migration-considerations/prerequisites/decisions"">https://docs.microsoft.com/en-us/azure/architecture/cloud-adoption/migrate/migration-considerations/prerequisites/decisions</a> </div>"
"Task","670","Assess",,"New","Cloud Adoption Plan","Workload Template","0","<div>Evaluate readiness, architecture, cost, and appropriate migration tooling </div><div>Guide:&nbsp;<a href=""https://docs.microsoft.com/en-us/azure/architecture/cloud-adoption/migrate/azure-migration-guide/assess"">https://docs.microsoft.com/en-us/azure/architecture/cloud-adoption/migrate/azure-migration-guide/assess</a> </div><div>Considerations: <a href=""https://docs.microsoft.com/en-us/azure/architecture/cloud-adoption/migrate/migration-considerations/assess/"">https://docs.microsoft.com/en-us/azure/architecture/cloud-adoption/migrate/migration-considerations/assess/</a> </div><div>Decision Tree:&nbsp;<a href=""https://docs.microsoft.com/en-us/azure/architecture/cloud-adoption/decision-guides/migrate-decision-guide/"">https://docs.microsoft.com/en-us/azure/architecture/cloud-adoption/decision-guides/migrate-decision-guide/</a> </div>"
"Task","669","Set up Azure Monitor to track performance",,"New","Cloud Adoption Plan","Workload Template","0","Implement Azure monitor to track CPU, Memory, and other performance metrics on VMs"
"Task","668","Review test results",,"New","Cloud Adoption Plan","Workload Template","0","<div>Review results of the workload test to evaluate data and proper sizing&nbsp;<a href=""https://docs.microsoft.com/en-us/azure/architecture/cloud-adoption/migrate/migration-considerations/optimize/optimize"">https://docs.microsoft.com/en-us/azure/architecture/cloud-adoption/migrate/migration-considerations/optimize/optimize</a> </div>"
"Task","667","Create timelines",,"New","Cloud Adoption Plan","Plan","0","<div><span><a href=""https://docs.microsoft.com/en-us/azure/architecture/cloud-adoption/plan/timelines"">Create timelines</a> to align expectations across the business and IT teams.</span> </div>"
"Task","666","Define iterations and releases",,"New","Cloud Adoption Plan","Plan","0","<div><span><a href=""https://docs.microsoft.com/en-us/azure/architecture/cloud-adoption/plan/iteration-paths"">Update the iteration path</a> of each workload to define iterations of work and iterations of production workload releases.</span> </div>"
"Task","664","Prioritize workloads",,"New","Cloud Adoption Plan","Plan","0","<div><span><a href=""https://docs.microsoft.com/en-us/azure/architecture/cloud-adoption/plan/workloads"">Define and prioritize workloads</a> in the backlog</span> </div>"
"Feature","663","Define Adoption Strategy",,"New","Cloud Adoption Plan","Strategy","0","Define Adoption Strategy"
"Feature","662","Define the Cloud Adoption Plan",,"New","Cloud Adoption Plan","Plan","0","Define the Cloud Adoption Plan"
"Feature","661","Landing zone creation",,"New","Cloud Adoption Plan","Ready","0","Landing zone creation"
"Feature","660","Workload Template",,"New","Cloud Adoption Plan","Workload Template","0","Using Excel's Team add-on, copy all work items with the tag &quot;Workload Template&quot;. Past those tags in the excel table &amp; change the Tags &amp; the name of the feature to match your workload's name."
"Feature","659","First Host",,"New","Cloud Adoption Plan","First Host","0","<div><span>Migrate your first VMWare Host</span> </div>"
"Feature","658","First Workload",,"New","Cloud Adoption Plan","First Workload","0","<div>Migrate the first workload to learn and refine your migration process. </div>"
"Epic","657","Cloud Migration",,"New","Cloud Adoption Plan","Migration","0","Cloud Migration"
"Epic","656","Cloud Innovation",,"New","Cloud Adoption Plan","Innovation","0","Cloud Innovation"
"Epic","655","Cloud Ready",,"New","Cloud Adoption Plan","Ready","0","Cloud Ready"
"Epic","654","Cloud Adoption Plan",,"New","Cloud Adoption Plan","Plan","0","Cloud Adoption Plan"
"Epic","653","Cloud Adoption Strategy",,"New","Cloud Adoption Plan","Strategy","0","Cloud Adoption Strategy"
