Work Item Type,ID,Title,Assigned To,State,Area Path,Tags,Comment Count,Description
"Task","622","1. Get classification and sensitive insights",,"New","Unified Data Governance",,"0","<div><span style=""color:rgb(23, 23, 23);font-family:Calibri, sans-serif;font-size:11pt;"">For reporting and insight in Purview, you can access this functionality to get various reports and provide presentation to management.</span><br> </div><div><p style=""box-sizing:border-box;margin:0in;font-size:11pt;font-family:Calibri, sans-serif;""><span style=""box-sizing:border-box;color:rgb(23, 23, 23);""><br style=""box-sizing:border-box;""></span><span style=""box-sizing:border-box;""></span> </p><p style=""box-sizing:border-box;margin:0in;font-size:11pt;font-family:Calibri, sans-serif;""><span style=""box-sizing:border-box;color:rgb(23, 23, 23);"">Insights are one of the key pillars of Purview. The feature provides customers, a single pane of glass view into their catalog and further aims to provide specific insights to the data source administrators, business users, data stewards, data officer and, security administrators. Currently, Purview has the following Insights reports that will be available to customers at public preview.</span><span style=""box-sizing:border-box;""></span> </p><p style=""box-sizing:border-box;margin:0in;font-size:11pt;font-family:Calibri, sans-serif;""><span style=""box-sizing:border-box;"">&nbsp;</span> </p><p style=""box-sizing:border-box;margin:0in;font-size:11pt;font-family:Calibri, sans-serif;""><span style=""box-sizing:border-box;color:rgb(23, 23, 23);""><a href=""https://docs.microsoft.com/en-us/azure/purview/concept-insights?wt.mc_id=caf-ado_datagov_content_1"" style=""box-sizing:border-box;text-decoration:underline;cursor:pointer;""><span style=""box-sizing:border-box;color:blue;"">Understand Insights in Azure Purview</span></a><br style=""box-sizing:border-box;""></span><span style=""box-sizing:border-box;""><a href=""https://docs.microsoft.com/en-us/azure/purview/classification-insights?wt.mc_id=caf-ado_datagov_content_1"" style=""box-sizing:border-box;text-decoration:underline;cursor:pointer;""><span style=""box-sizing:border-box;color:blue;"">Classification insights</span></a></span> </p><p style=""box-sizing:border-box;margin:0in;font-size:11pt;font-family:Calibri, sans-serif;""><span style=""box-sizing:border-box;""><a href=""https://docs.microsoft.com/en-us/azure/purview/asset-insights?wt.mc_id=caf-ado_datagov_content_1"" style=""box-sizing:border-box;text-decoration:underline;cursor:pointer;""><span style=""box-sizing:border-box;color:blue;"">Asset Insights</span></a></span> </p><p style=""box-sizing:border-box;margin:0in;font-size:11pt;font-family:Calibri, sans-serif;""><span style=""box-sizing:border-box;""><a href=""https://docs.microsoft.com/en-us/azure/purview/glossary-insights?wt.mc_id=caf-ado_datagov_content_1"" style=""box-sizing:border-box;text-decoration:underline;cursor:pointer;""><span style=""box-sizing:border-box;color:blue;"">Glossary Insights</span></a></span> </p><p style=""box-sizing:border-box;margin:0in;font-size:11pt;font-family:Calibri, sans-serif;""><span style=""box-sizing:border-box;""><a href=""https://docs.microsoft.com/en-us/azure/purview/scan-insights?wt.mc_id=caf-ado_datagov_content_1"" style=""box-sizing:border-box;text-decoration:underline;cursor:pointer;""><span style=""box-sizing:border-box;color:blue;"">Scan Insights</span></a></span> </p><p style=""box-sizing:border-box;margin:0in;font-size:11pt;font-family:Calibri, sans-serif;""><span style=""box-sizing:border-box;""><a href=""https://docs.microsoft.com/en-us/azure/purview/sensitivity-insights?wt.mc_id=caf-ado_datagov_content_1"" style=""box-sizing:border-box;text-decoration:underline;cursor:pointer;""><span style=""box-sizing:border-box;color:blue;"">Sensitivity Label Insights</span></a></span> </p><p style=""box-sizing:border-box;margin:0in;font-size:11pt;font-family:Calibri, sans-serif;""><span style=""box-sizing:border-box;""><a href=""https://docs.microsoft.com/en-us/azure/purview/file-extension-insights?wt.mc_id=caf-ado_datagov_content_1"" style=""box-sizing:border-box;text-decoration:underline;cursor:pointer;""><span style=""box-sizing:border-box;color:blue;"">File extension insights</span></a></span> </p><br> </div>"
"Task","621","2. Scan production data sources with Firewall enabled",,"New","Unified Data Governance",,"0","<div><span style=""color:rgb(23, 23, 23);font-family:&quot;Segoe UI&quot;, SegoeUI, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;text-align:left;display:inline !important;"">This is optional when firewall is in place but it’s important to explore options to hardening your infrastructure</span><br> </div>"
"Task","619","6. Analyze/View All Insights (Assets, Glossary, Scan, Classification, Sensitivity, File)",,"New","Unified Data Governance",,"0","<div><p style=""box-sizing:border-box;margin:0in;font-size:11pt;font-family:Calibri, sans-serif;""><span style=""box-sizing:border-box;color:rgb(23, 23, 23);"">For reporting and insight in Purview, you can access this functionality to get various reports and provide presentation to management.<br style=""box-sizing:border-box;""><br style=""box-sizing:border-box;""></span><span style=""box-sizing:border-box;""></span> </p><p style=""box-sizing:border-box;margin:0in;font-size:11pt;font-family:Calibri, sans-serif;""><span style=""box-sizing:border-box;color:rgb(23, 23, 23);"">Insights are one of the key pillars of Purview. The feature provides customers, a single pane of glass view into their catalog and further aims to provide specific insights to the data source administrators, business users, data stewards, data officer and, security administrators. Currently, Purview has the following Insights reports that will be available to customers at public preview.</span><span style=""box-sizing:border-box;""></span> </p><p style=""box-sizing:border-box;margin:0in;font-size:11pt;font-family:Calibri, sans-serif;""><span style=""box-sizing:border-box;"">&nbsp;</span> </p><p style=""box-sizing:border-box;margin:0in;font-size:11pt;font-family:Calibri, sans-serif;""><span style=""box-sizing:border-box;color:rgb(23, 23, 23);""><a href=""https://docs.microsoft.com/en-us/azure/purview/concept-insights?wt.mc_id=caf-ado_datagov_content_1"" style=""box-sizing:border-box;text-decoration:underline;cursor:pointer;""><span style=""box-sizing:border-box;color:blue;"">Understand Insights in Azure Purview</span></a><br style=""box-sizing:border-box;""></span><span style=""box-sizing:border-box;""><a href=""https://docs.microsoft.com/en-us/azure/purview/classification-insights?wt.mc_id=caf-ado_datagov_content_1"" style=""box-sizing:border-box;text-decoration:underline;cursor:pointer;""><span style=""box-sizing:border-box;color:blue;"">Classification insights</span></a></span> </p><p style=""box-sizing:border-box;margin:0in;font-size:11pt;font-family:Calibri, sans-serif;""><span style=""box-sizing:border-box;""><a href=""https://docs.microsoft.com/en-us/azure/purview/asset-insights?wt.mc_id=caf-ado_datagov_content_1"" style=""box-sizing:border-box;text-decoration:underline;cursor:pointer;""><span style=""box-sizing:border-box;color:blue;"">Asset Insights</span></a></span> </p><p style=""box-sizing:border-box;margin:0in;font-size:11pt;font-family:Calibri, sans-serif;""><span style=""box-sizing:border-box;""><a href=""https://docs.microsoft.com/en-us/azure/purview/glossary-insights?wt.mc_id=caf-ado_datagov_content_1"" style=""box-sizing:border-box;text-decoration:underline;cursor:pointer;""><span style=""box-sizing:border-box;color:blue;"">Glossary Insights</span></a></span> </p><p style=""box-sizing:border-box;margin:0in;font-size:11pt;font-family:Calibri, sans-serif;""><span style=""box-sizing:border-box;""><a href=""https://docs.microsoft.com/en-us/azure/purview/scan-insights?wt.mc_id=caf-ado_datagov_content_1"" style=""box-sizing:border-box;text-decoration:underline;cursor:pointer;""><span style=""box-sizing:border-box;color:blue;"">Scan Insights</span></a></span> </p><p style=""box-sizing:border-box;margin:0in;font-size:11pt;font-family:Calibri, sans-serif;""><span style=""box-sizing:border-box;""><a href=""https://docs.microsoft.com/en-us/azure/purview/sensitivity-insights?wt.mc_id=caf-ado_datagov_content_1"" style=""box-sizing:border-box;text-decoration:underline;cursor:pointer;""><span style=""box-sizing:border-box;color:blue;"">Sensitivity Label Insights</span></a></span> </p><p style=""box-sizing:border-box;margin:0in;font-size:11pt;font-family:Calibri, sans-serif;""><span style=""box-sizing:border-box;""><a href=""https://docs.microsoft.com/en-us/azure/purview/file-extension-insights?wt.mc_id=caf-ado_datagov_content_1"" style=""box-sizing:border-box;text-decoration:underline;cursor:pointer;""><span style=""box-sizing:border-box;color:blue;"">File extension insights</span></a></span> </p> </div>"
"Task","618","5. Perform Data Lineage Analysis",,"New","Unified Data Governance",,"0","<div><br> </div><div>Please follow this <a href=""https://docs.microsoft.com/en-us/azure/purview/concept-data-lineage?wt.mc_id=caf-ado_datagov_content_1"">guidance</a>. </div>"
"Task","615","2. Monitor Health",,"New","Unified Data Governance",,"0","<div>Please refer to this <a href=""https://docs.microsoft.com/en-us/azure/purview/how-to-monitor-with-azure-monitor?wt.mc_id=caf-ado_datagov_content_1"">guidance</a> </div><div><br> </div><div>In the Cloud Adoption Framework we cover off management at scale. Review the section around workload specialization:&nbsp;<a href=""https://docs.microsoft.com/en-us/azure/cloud-adoption-framework/manage/azure-management-guide/workload-specialization"">https://docs.microsoft.com/en-us/azure/cloud-adoption-framework/manage/azure-management-guide/workload-specialization</a> </div>"
"Task","614","1. Implement Disaster Recovery",,"New","Unified Data Governance",,"0","<div>Please refer to this <a href=""https://docs.microsoft.com/en-us/azure/purview/disaster-recovery?wt.mc_id=caf-ado_datagov_content_1"">guidance</a> </div>"
"Task","613","3. Maintain and Update Roles and Responsibilities ",,"New","Unified Data Governance",,"0","<p style=""box-sizing:border-box;margin:0in 0in 8pt;font-size:11pt;font-family:Calibri, sans-serif;""><b style=""box-sizing:border-box;""><span style=""box-sizing:border-box;"">Purview Existing Roles:</span></b> </p><p style=""box-sizing:border-box;margin:0in 0in 8pt;font-size:11pt;font-family:Calibri, sans-serif;""><span style=""font-size:11pt;"">Curator: Data Owner, etc. check within purview.&nbsp;</span> </p><p style=""box-sizing:border-box;margin:0in 0in 8pt;font-size:11pt;font-family:Calibri, sans-serif;""><span style=""font-size:11pt;"">Reader:</span> </p><p style=""box-sizing:border-box;margin:0in 0in 8pt;font-size:11pt;font-family:Calibri, sans-serif;""><span style=""font-size:11pt;"">Admin: Experts, Owners (copy, individual table, datasets).&nbsp;</span><br> </p><p style=""box-sizing:border-box;margin:0in 0in 8pt;font-size:11pt;font-family:Calibri, sans-serif;""><b style=""font-size:11pt;"">Create mapping between Data Governance Framework (for a company) and existing roles within Purview.&nbsp;</b> </p><p style=""box-sizing:border-box;margin:0in 0in 8pt;font-size:11pt;font-family:Calibri, sans-serif;""><b style=""box-sizing:border-box;""><span style=""box-sizing:border-box;""><br></span></b> </p><p style=""box-sizing:border-box;margin:0in 0in 8pt;font-size:11pt;font-family:Calibri, sans-serif;""><b style=""box-sizing:border-box;""><span style=""box-sizing:border-box;"">Executive Sponsor:</span></b> </p><p style=""box-sizing:border-box;margin:0in 0in 8pt;font-size:11pt;font-family:Calibri, sans-serif;""><span style=""box-sizing:border-box;"">This should be someone at the executive level who will perform the following functions:</span> </p><ul style=""box-sizing:border-box;padding:0px 0px 0px 40px;margin-bottom:0in;""><li style=""box-sizing:border-box;""><span style=""box-sizing:border-box;"">Proactively evangelize the need for data governance as a means to managing the organization’s data to support corporate and business achieve its strategic objectives and vision.</span> </li><li style=""box-sizing:border-box;""><span style=""box-sizing:border-box;"">Obtains mandate and authority from senior executives, sets vision to govern the organization’s data in adherence to the strategic objectives.</span> </li><li style=""box-sizing:border-box;""><span style=""box-sizing:border-box;"">Exerts influence in the drafting of personnel into various roles and responsibilities for data governance.</span> </li><li style=""box-sizing:border-box;""><span style=""box-sizing:border-box;"">May provide inputs into policy drafting and decisions.</span> </li><li style=""box-sizing:border-box;""><span style=""box-sizing:border-box;"">If necessary, data governance office and/or council may be constituted that implements the vision and enforces policy.</span> </li><li style=""box-sizing:border-box;""><span style=""box-sizing:border-box;"">Ensure that data governance framework continues to persist, be relevant and deliver good results.</span> </li> </ul><p style=""box-sizing:border-box;margin:0in 0in 8pt;font-size:11pt;font-family:Calibri, sans-serif;""><span style=""box-sizing:border-box;"">&nbsp;</span> </p><p style=""box-sizing:border-box;margin:0in 0in 8pt;font-size:11pt;font-family:Calibri, sans-serif;""><b style=""box-sizing:border-box;""><span style=""box-sizing:border-box;"">Data Owners:</span></b> </p><p style=""box-sizing:border-box;margin:0in 0in 8pt;font-size:11pt;font-family:Calibri, sans-serif;""><span style=""box-sizing:border-box;"">Data owner needs to be defined for each data domain. Data owner will be accountable for the data in the domain. The following functions are played by the data owner:</span> </p><ul style=""box-sizing:border-box;padding:0px 0px 0px 40px;margin-bottom:0in;""><li style=""box-sizing:border-box;""><span style=""box-sizing:border-box;"">Accountable for the quality of the data sets of the domain.</span> </li><li style=""box-sizing:border-box;""><span style=""box-sizing:border-box;"">Determines access rights to the data and how the data may be used.</span> </li><li style=""box-sizing:border-box;""><span style=""box-sizing:border-box;"">Oversees the protection of the data.</span> </li> </ul><p style=""box-sizing:border-box;margin:0in 0in 8pt;font-size:11pt;font-family:Calibri, sans-serif;""><span style=""box-sizing:border-box;"">&nbsp;</span> </p><p style=""box-sizing:border-box;margin:0in 0in 8pt;font-size:11pt;font-family:Calibri, sans-serif;""><b style=""box-sizing:border-box;""><span style=""box-sizing:border-box;"">Data Stewards:</span></b> </p><p style=""box-sizing:border-box;margin:0in 0in 8pt;font-size:11pt;font-family:Calibri, sans-serif;""><span style=""box-sizing:border-box;"">Data owner delegates responsibilities of the data to data stewards. There may be many data stewards under a data owner, depending on the various data set domains in the group. The following functions are played by data stewards:</span> </p><ul style=""box-sizing:border-box;padding:0px 0px 0px 40px;margin-bottom:0in;""><li style=""box-sizing:border-box;""><span style=""box-sizing:border-box;"">Understand the data in their domain.</span> </li><li style=""box-sizing:border-box;""><span style=""box-sizing:border-box;"">Responsible for elements of data stored in different fields.</span> </li><li style=""box-sizing:border-box;""><span style=""box-sizing:border-box;"">Responsible for the quality of the data sets in the domain.</span> </li><li style=""box-sizing:border-box;""><span style=""box-sizing:border-box;"">Resolve data issues related to the domain.</span> </li><li style=""box-sizing:border-box;""><span style=""box-sizing:border-box;"">Responsible for operationalizing and compliance.</span> </li> </ul><p style=""box-sizing:border-box;margin:0in 0in 8pt;font-size:11pt;font-family:Calibri, sans-serif;""><span style=""box-sizing:border-box;"">&nbsp;</span> </p><p style=""box-sizing:border-box;margin:0in 0in 8pt;font-size:11pt;font-family:Calibri, sans-serif;""><b style=""box-sizing:border-box;""><span style=""box-sizing:border-box;"">Data Producers &amp; Consumers:</span></b> </p><p style=""box-sizing:border-box;margin:0in 0in 8pt;font-size:11pt;font-family:Calibri, sans-serif;""><span style=""box-sizing:border-box;"">These are people who basically capture data as it comes into the organization. It may be a blurry line between producers and consumers as some consumers also use data to produce more data. The following functions are applicable:</span> </p><ul style=""box-sizing:border-box;padding:0px 0px 0px 40px;margin-bottom:0in;""><li style=""box-sizing:border-box;""><span style=""box-sizing:border-box;"">Capture data into the systems via various means.</span> </li><li style=""box-sizing:border-box;""><span style=""box-sizing:border-box;"">Use data for reporting and analysis.</span> </li><li style=""box-sizing:border-box;""><span style=""box-sizing:border-box;"">May produce more data from what they consume.</span> </li><li style=""box-sizing:border-box;""><span style=""box-sizing:border-box;"">Assist in defining requirements for data quality/usefulness.</span> </li> </ul><p style=""box-sizing:border-box;margin:0in 0in 8pt;font-size:11pt;font-family:Calibri, sans-serif;""><span style=""box-sizing:border-box;"">&nbsp;</span> </p><p style=""box-sizing:border-box;margin:0in 0in 8pt;font-size:11pt;font-family:Calibri, sans-serif;""><b style=""box-sizing:border-box;""><span style=""box-sizing:border-box;"">Data Custodians:</span></b> </p><p style=""box-sizing:border-box;margin:0in 0in 8pt;font-size:11pt;font-family:Calibri, sans-serif;""><span style=""box-sizing:border-box;"">This may be applicable where the technical team is not responsible for data ownership. The responsibilities are:</span> </p><ul style=""box-sizing:border-box;padding:0px 0px 0px 40px;margin-bottom:0in;""><li style=""box-sizing:border-box;""><span style=""box-sizing:border-box;"">Maintaining data in the systems in accordance with business requirements.</span> </li><li style=""box-sizing:border-box;""><span style=""box-sizing:border-box;"">Safe custody, transport, and storage of the data in the systems.</span> </li><li style=""box-sizing:border-box;""><span style=""box-sizing:border-box;"">Responsible for databases.</span> </li> </ul><br><br>"
"Task","611","1. Maintain and update processes",,"New","Unified Data Governance",,"0","<div><p style=""box-sizing:border-box;margin:0in 0in 8pt;font-size:11pt;font-family:Calibri, sans-serif;""><b style=""box-sizing:border-box;""><span style=""box-sizing:border-box;"">PROCESSES</span></b> </p><p style=""box-sizing:border-box;margin:0in 0in 8pt;font-size:11pt;font-family:Calibri, sans-serif;""><span style=""box-sizing:border-box;"">To manage data as a valuable organizational asset, four processes must be involved in data governance. This requires initiatives that build competences, roles and responsibilities assignment, and investments in technologies that will support the processes for data governance to be effective. These processes may be focused on a particular business function as an example to proof the efficiency, before being deployed enterprise wide. The business function selected should be such that involves critical business data assets. The 4 processes are:</span> </p><ul style=""box-sizing:border-box;padding:0px 0px 0px 40px;margin-bottom:0in;""><li style=""box-sizing:border-box;""><span style=""box-sizing:border-box;"">Discover</span> </li><li style=""box-sizing:border-box;""><span style=""box-sizing:border-box;"">Define</span> </li><li style=""box-sizing:border-box;""><span style=""box-sizing:border-box;"">Analyze</span> </li><li style=""box-sizing:border-box;""><span style=""box-sizing:border-box;"">Measure and Monitor</span> </li> </ul><br> </div>"
"Task","610","1. Discover Subtask",,"New","Unified Data Governance",,"0","Discover Subtask"
"Task","609","13. Scan - Azure Blob Storage (BlobStorage)",,"New","Unified Data Governance",,"0","<div><div style=""box-sizing:border-box;""><span style=""box-sizing:border-box;"">RBAC: Verify if Azure Purview MSI has 'Storage Blob Data Reader role' in each of the subscriptions below the selected scope.</span><br style=""box-sizing:border-box;""> </div><div style=""box-sizing:border-box;"">RBAC: Verify if Azure Purview MSI has 'Reader' role on selected scope. </div><div style=""box-sizing:border-box;"">Service Endpoint: Verify if Service Endpoint is ON, AND check if 'Allow trusted Microsoft services to access this storage account' is enabled. </div><div style=""box-sizing:border-box;"">Networking: check if Private Endpoint is created for storage and enabled for Blob. </div><br> </div><div>Please follow this <a href=""https://docs.microsoft.com/en-us/azure/purview/register-scan-azure-blob-storage-source?wt.mc_id=caf-ado_datagov_content_1"">guidance</a>. </div>"
"Task","606","10. Scan - Azure Synapse (Synapse)",,"New","Unified Data Governance",,"0","<div><ul style=""box-sizing:border-box;padding-left:2em;margin-top:0px;margin-bottom:16px;color:rgb(36, 41, 46);font-family:-apple-system, BlinkMacSystemFont, &quot;Segoe UI&quot;, Helvetica, Arial, sans-serif, &quot;Apple Color Emoji&quot;, &quot;Segoe UI Emoji&quot;;font-size:16px;""><li style=""box-sizing:border-box;""><p style=""box-sizing:border-box;margin-top:16px;margin-bottom:16px;"">RBAC: Verify if Azure Purview MSI has 'Storage Blob Data Reader role' in each of the subscriptions below the selected scope. </p> </li><li style=""box-sizing:border-box;margin-top:0.25em;""><p style=""box-sizing:border-box;margin-top:16px;margin-bottom:16px;"">RBAC: Verify if Azure Purview MSI has 'Reader' role on selected scope. </p> </li><li style=""box-sizing:border-box;margin-top:0.25em;""><p style=""box-sizing:border-box;margin-top:16px;margin-bottom:16px;"">SQL Servers (dedicated pools): </p><ul style=""box-sizing:border-box;padding-left:2em;margin-top:0px;margin-bottom:0px;""><li style=""box-sizing:border-box;"">Network: Verify if Public or Private Endpoint is enabled. </li><li style=""box-sizing:border-box;margin-top:0.25em;"">Firewall: Verify if 'Allow Azure services and resources to access this server' is enabled. </li><li style=""box-sizing:border-box;margin-top:0.25em;"">Azure AD Admin: Check if Azure SQL Server has AAD Authentication. </li><li style=""box-sizing:border-box;margin-top:0.25em;"">AAD Admin: Populate Azure SQL Server AAD Admin user or group. </li> </ul> </li><li style=""box-sizing:border-box;margin-top:0.25em;""><p style=""box-sizing:border-box;margin-top:16px;margin-bottom:16px;"">SQL Databases: </p><ul style=""box-sizing:border-box;padding-left:2em;margin-top:0px;margin-bottom:0px;""><li style=""box-sizing:border-box;"">SQL Role: Check if Azure Purview MSI has db_datareader role. </li> </ul> </li> </ul> </div><div>Please follow this <a href=""https://docs.microsoft.com/en-us/azure/purview/register-scan-synapse-workspace?wt.mc_id=caf-ado_datagov_content_1"">guidance</a>. </div>"
"Task","605","9. Scan - Azure Files",,"New","Unified Data Governance",,"0","<div>Please follow this <a href=""https://docs.microsoft.com/en-us/azure/purview/register-scan-azure-files-storage-source?wt.mc_id=caf-ado_datagov_content_1"">guidance</a>. </div>"
"Task","604","8. Scan - Hive Metastore Database",,"New","Unified Data Governance",,"0","<div>Please follow this <a href=""https://docs.microsoft.com/en-us/azure/purview/register-scan-hive-metastore-source?wt.mc_id=caf-ado_datagov_content_1"">guidance</a>. </div>"
"Task","603","7. Scan - Cosmos DB (SQL API)",,"New","Unified Data Governance",,"0","<div>Please follow this <a href=""https://docs.microsoft.com/en-us/azure/purview/register-scan-azure-cosmos-database?wt.mc_id=caf-ado_datagov_content_1"">guidance</a>. </div>"
"Task","602","5. Scan Saas Sources",,"New","Unified Data Governance",,"0","Scan Saas Sources"
"Task","599","2. Verify Landing Zone implementation",,"New","Unified Data Governance",,"0","<div><span style=""display:inline !important;"">Please review this<span>&nbsp;</span></span><a href=""https://docs.microsoft.com/en-us/azure/cloud-adoption-framework/ready/enterprise-scale/?wt.mc_id=caf-ado_datagov_content_1"">guidance</a><br> </div>"
"Task","597","6. Scan - Azure Data Explorer",,"New","Unified Data Governance",,"0","<div>Please follow this <a href=""https://docs.microsoft.com/en-us/azure/purview/register-scan-azure-data-explorer?wt.mc_id=caf-ado_datagov_content_1"">guidance</a>. </div>"
