ID,Work Item Type,Title,Assigned To,State,Area Path,Tags,Description
"44","User Story"," Create custom analytic rules to detect suspicious threats",,"New","Azure Sentinel DevOps",,"<div>After you connected your data sources to Azure Sentinel, you can create custom rules that can search for specific criteria across your environment and generate incidents when the criteria are matched so that you can investigate them. This tutorial helps you create custom rules to detect threats with Azure Sentinel.<br> </div><div><br> </div><div><a href=""https://docs.microsoft.com/azure/sentinel/tutorial-detect-threats-custom"">https://docs.microsoft.com/azure/sentinel/tutorial-detect-threats-custom</a><br> </div>"
"43","User Story","Detect threats with built in analytic templates",,"New","Azure Sentinel DevOps",,"<div><span>The following analytic template types are available:<br></span><div><br> </div><div>Microsoft security - Microsoft security templates automatically create Azure Sentinel incidents from the alerts generated in other Microsoft security solutions, in real time. You can use Microsoft security rules as a template to create new rules with similar logic. For more information about security rules, see Automatically create incidents from Microsoft security alerts.<br> </div><div><br> </div><div>Fusion - Based on Fusion technology, advanced multistage attack detection in Azure Sentinel uses scalable machine learning algorithms that can correlate many low-fidelity alerts and events across multiple products into high-fidelity and actionable incidents. Fusion is enabled by default. Because the logic is hidden, you cannot use this as a template to create more than one rule.<br> </div><div><br> </div><div>Machine learning behavioral analytics - These templates are based on proprietary Microsoft machine learning algorithms, so you cannot see the internal logic of how they work and when they run. Because the logic is hidden, you cannot use this as a template to create more than one rule.<br> </div><div><br> </div><span>Scheduled – Scheduled analytic rules are scheduled queries written by Microsoft security experts. You can see the query logic and make changes to it. You can use scheduled rules as a template to create new rules with similar logic.</span><br> </div><div><span><br></span> </div><div><span><a href=""https://docs.microsoft.com/azure/sentinel/tutorial-detect-threats-built-in"">https://docs.microsoft.com/azure/sentinel/tutorial-detect-threats-built-in</a><br></span> </div>"
"42","User Story","Workbooks",,"New","Azure Sentinel DevOps",,"<div>After you connected your data sources to Azure Sentinel, you can visualize and monitor the data using the Azure Sentinel adoption of Azure Monitor Workbooks, which provides versatility in creating custom dashboards. While the Workbooks are displayed differently in Azure Sentinel, it may be useful for you to see how to Create interactive reports with Azure Monitor Workbooks. Azure Sentinel allows you to create custom workbooks across your data, and also comes with built-in workbook templates to allow you to quickly gain insights across your data as soon as you connect a data source.<br> </div><div><br> </div><div><a href=""https://docs.microsoft.com/azure/sentinel/tutorial-monitor-your-data"">https://docs.microsoft.com/azure/sentinel/tutorial-monitor-your-data</a><br> </div>"
"41","User Story"," Connect Common Event Format Based solutions",,"New","Azure Sentinel DevOps",,"<div><p style=""margin:0in 0in 8pt;font-size:11pt;font-family:Calibri, sans-serif;""><span style=""color:#171717;background:white;"">Azure Sentinel can be connected to
all other data sources that can perform real-time log streaming using the
Syslog protocol, via an agent.</span> </p><p style=""margin:0in 0in 8pt;font-size:11pt;font-family:Calibri, sans-serif;""><span style=""color:#171717;""><span style=""background:white;""><span style=""box-sizing:border-box;"">Most appliances use the Syslog protocol to send event messages that
include the log itself and data about the log. The format of the logs varies,
but most appliances support the Common Event Format (CEF) based formatting for
logs data.</span></span></span> </p><p style=""margin:0in 0in 8pt;font-size:11pt;font-family:Calibri, sans-serif;""><span style=""color:#171717;""><span style=""background:white;""><span style=""box-sizing:border-box;"">The Azure Sentinel agent, which is based on the Log Analytics agent,
converts CEF formatted logs into a format that can be ingested by Log
Analytics. Depending on the appliance type, the agent is installed either
directly on the appliance, or on a dedicated Linux server. The agent for Linux
receives events from the Syslog daemon over UDP, but if a Linux machine is
expected to collect a high volume of Syslog events, they are sent over TCP from
the Syslog daemon to the agent and from there to Log Analytics.</span></span></span><span style=""""></span> </p> </div><div><br> </div><div><a href=""https://docs.microsoft.com/azure/sentinel/connect-common-event-format"">https://docs.microsoft.com/azure/sentinel/connect-common-event-format</a><br> </div>"
"39","User Story","Connect 3rd Party Data Sources ",,"New","Azure Sentinel DevOps",,"<div style=""box-sizing:border-box;outline:none;""><span style=""box-sizing:border-box;outline:none;"">In this section, we are providing a few preloaded tasks to 3rd party data sources. This is not the complete list of the 3rd party data sources available in Azure Sentinel. Please reference the &quot;Azure Sentinel&nbsp;<b>Data Connectors&quot; </b>gallery to view the list of all data connectors. Additionally, reference the&nbsp;following documentation to understand the supported data connection methods:</span> </div><div style=""box-sizing:border-box;outline:none;""><span style=""box-sizing:border-box;outline:none;""><br></span> </div><div style=""box-sizing:border-box;outline:none;""><span style=""box-sizing:border-box;outline:none;""><a href=""https://docs.microsoft.com/azure/sentinel/connect-data-sources#data-connection-methods"">https://docs.microsoft.com/azure/sentinel/connect-data-sources#data-connection-methods</a></span> </div><br>"
"38","User Story","Connect Microsoft Sources",,"New","Azure Sentinel DevOps",,"Connect Microsoft Sources"
"37","Task","Review list of built-in workbooks",,"New","Azure Sentinel DevOps",,"<div>Make sure to review the list of workbooks that are built in that can enable your security team to visualize and investigate your critical security data.&nbsp; </div><div><br> </div><div>Navigate to the <b>Workbook </b>tile, click <b>Templates.&nbsp;</b> </div>"
"36","Task","Enable Azure AD Sign in & Audit Workbook",,"New","Azure Sentinel DevOps",,"<div>This is a preloaded task. Feel free to modify to reflect your visualization needs. </div>"
"35","Task","Enable Insecure Protocols Workbook",,"New","Azure Sentinel DevOps",,"<div><span style=""display:inline !important;"">This is a preloaded task. Feel free to modify to reflect your visualization needs.</span><br> </div>"
"34","Task","Enable Palo Alto Workbook",,"New","Azure Sentinel DevOps",,"<div><span style=""display:inline !important;"">This is a preloaded task. Feel free to modify to reflect your visualization needs.</span><br> </div>"
"32","Task","Deploy the Log Forwarder",,"New","Azure Sentinel DevOps",,"<div style=""margin:16px 0px 0px;color:rgb(23, 23, 23);font-family:&quot;Segoe UI&quot;, SegoeUI, &quot;Segoe WP&quot;, &quot;Helvetica Neue&quot;, Helvetica, Tahoma, Arial, sans-serif;font-size:16px;""><span style=""font-size:11.0pt;font-family:&quot;Calibri&quot;,sans-serif;"">In this step, you will designate and configure
the Linux machine that will forward the logs from your security solution to
your Azure Sentinel workspace. This machine can be a physical or virtual
machine in your on-premises environment, an Azure VM, or a VM in another cloud.</span><br> </div><div style=""margin:16px 0px 0px;color:rgb(23, 23, 23);font-family:&quot;Segoe UI&quot;, SegoeUI, &quot;Segoe WP&quot;, &quot;Helvetica Neue&quot;, Helvetica, Tahoma, Arial, sans-serif;font-size:16px;""><span style=""font-size:11.0pt;font-family:&quot;Calibri&quot;,sans-serif;""><p style=""margin:0in 0in 8pt;font-size:11pt;font-family:Calibri, sans-serif;""><b><span style="""">Prerequisites</span></b> </p><ul style=""margin-bottom:0in;""><li><span style="""">You must have elevated permissions (sudo) on
your designated Linux machine.</span> </li><li><span style="""">You must have python installed on the Linux
machine.</span> </li><li><span style="""">Use the python -version command to check.</span> </li><li><span style="""">The Linux machine must not be connected to any
Azure workspaces before you install the Log Analytics agent</span> </li> </ul></span> </div><div style=""margin:16px 0px 0px;color:rgb(23, 23, 23);font-family:&quot;Segoe UI&quot;, SegoeUI, &quot;Segoe WP&quot;, &quot;Helvetica Neue&quot;, Helvetica, Tahoma, Arial, sans-serif;font-size:16px;""><span style=""font-size:11.0pt;font-family:&quot;Calibri&quot;,sans-serif;""><a href=""https://docs.microsoft.com/azure/sentinel/connect-cef-agent?tabs=rsyslog"">https://docs.microsoft.com/azure/sentinel/connect-cef-agent?tabs=rsyslog</a><br></span> </div><br>"
"31","Task","Import Open ServiceNow Playbook",,"New","Azure Sentinel DevOps",,"<div><p style=""box-sizing:border-box;margin-top:0px;margin-bottom:16px;color:rgb(36, 41, 46);font-family:-apple-system, BlinkMacSystemFont, &quot;Segoe UI&quot;, Helvetica, Arial, sans-serif, &quot;Apple Color Emoji&quot;, &quot;Segoe UI Emoji&quot;;font-size:16px;"">This is a preloaded task, feel free to modify to reflect your automated response needs. </p><p style=""box-sizing:border-box;margin-top:0px;margin-bottom:16px;color:rgb(36, 41, 46);font-family:-apple-system, BlinkMacSystemFont, &quot;Segoe UI&quot;, Helvetica, Arial, sans-serif, &quot;Apple Color Emoji&quot;, &quot;Segoe UI Emoji&quot;;font-size:16px;"">This playbook will open a Service Now incident when a new incident is opened in Azure Sentinel. </p><br> </div><div><a href=""https://github.com/Azure/Azure-Sentinel/tree/master/Playbooks/Open-SNOW-Ticket"">https://github.com/Azure/Azure-Sentinel/tree/master/Playbooks/Open-SNOW-Ticket</a><br> </div>"
"29","Task","Configure your security solution to send CEF messages",,"New","Azure Sentinel DevOps",,"<div><p style=""margin:0in 0in 8pt;font-size:11pt;font-family:Calibri, sans-serif;""><span style="""">In this step you will perform the necessary configuration changes
on your security solution itself to send logs to the CEF agent.</span> </p><br> </div><div><a href=""https://docs.microsoft.com/azure/sentinel/connect-cef-solution-config"">https://docs.microsoft.com/azure/sentinel/connect-cef-solution-config</a><br> </div>"
"27","Task","RBAC - Define User Access",,"New","Azure Sentinel DevOps",,"<p style=""margin-right:0in;margin-left:0in;font-size:12pt;font-family:&quot;Times New Roman&quot;, serif;""><span style=""font-family:&quot;Calibri&quot;,sans-serif;color:#171717;"">Azure
Sentinel uses&nbsp;<a href=""https://docs.microsoft.com/azure/role-based-access-control/role-assignments-portal"" style=""box-sizing:border-box;cursor:pointer;"">Role-Based
Access Control(RBAC)</a>, to provide&nbsp;<a href=""https://docs.microsoft.com/azure/role-based-access-control/built-in-roles"" style=""box-sizing:border-box;cursor:pointer;"">built-in
roles</a>&nbsp;that can be assigned to users, groups, and services in Azure. These roles can be mapped to the Tier 1 - Tier 3 structured model.</span> </p><p style=""margin-right:0in;margin-left:0in;font-size:12pt;font-family:&quot;Times New Roman&quot;, serif;box-sizing:border-box;margin:1rem 0px 0px;""><span style=""font-family:&quot;Calibri&quot;,sans-serif;color:#171717;"">Using
RBAC, you can use and create roles within your security operations team to grant
appropriate access to Azure Sentinel. Based on the roles, you have fine-grained
control over what users with access to Azure Sentinel can see. You can assign
RBAC roles in the Azure Sentinel workspace directly, or to a subscription or
resource group that the workspace belongs to.</span> </p><p style=""margin-right:0in;margin-left:0in;font-size:12pt;font-family:&quot;Times New Roman&quot;, serif;box-sizing:border-box;margin:1rem 0px 0px;""><span style=""font-family:&quot;Calibri&quot;,sans-serif;color:#171717;"">There
are three specific built-in Azure Sentinel roles.</span> </p><p style=""margin-right:0in;margin-left:0in;font-size:12pt;font-family:&quot;Times New Roman&quot;, serif;box-sizing:border-box;margin:1rem 0px 0px;""><span style=""font-family:&quot;Calibri&quot;,sans-serif;color:#171717;""><br style=""box-sizing:border-box;""><strong style=""box-sizing:border-box;""><span>All Azure Sentinel built-in roles grant read access to the data in
your Azure Sentinel workspace.</span></strong></span> </p><ul style=""margin-bottom:0in;""><li><span style=""color:#171717;""><a href=""https://docs.microsoft.com/azure/role-based-access-control/built-in-roles#azure-sentinel-reader"" style=""box-sizing:border-box;cursor:pointer;"">Azure
Sentinel reader</a></span> </li><li><span style=""color:#171717;""><a href=""https://docs.microsoft.com/azure/role-based-access-control/built-in-roles#azure-sentinel-responder"" style=""box-sizing:border-box;cursor:pointer;"">Azure
Sentinel responder</a></span> </li><li><span style=""color:#171717;""><a href=""https://docs.microsoft.com/azure/role-based-access-control/built-in-roles#azure-sentinel-contributor"" style=""box-sizing:border-box;cursor:pointer;"">Azure
Sentinel contributor</a></span><br><br><span style=""font-size:10.5pt;color:black;""><a href=""https://docs.microsoft.com/azure/sentinel/roles"" style=""box-sizing:border-box;cursor:pointer;"">https://docs.microsoft.com/azure/sentinel/roles</a></span> </li> </ul>"
"26","Task","Connect Azure Sentinel to Azure Log Analytics Workspace",,"New","Azure Sentinel DevOps",,"<div>Detailed steps to enable Azure Sentinel: </div><div><a href=""https://docs.microsoft.com/azure/sentinel/quickstart-onboard#enable-azure-sentinel-"">https://docs.microsoft.com/azure/sentinel/quickstart-onboard#enable-azure-sentinel-</a><br> </div><br>"
"25","Task","Create or use existing Log Analytics Workspace",,"New","Azure Sentinel DevOps",,"<div><a href=""https://docs.microsoft.com/azure/azure-monitor/learn/quick-create-workspace"">https://docs.microsoft.com/azure/azure-monitor/learn/quick-create-workspace</a><br> </div><div><br> </div><div><br> </div>"
"24","Task","Connect - Microsoft Cloud App Security",,"New","Azure Sentinel DevOps",,"<div><span style=""display:inline !important;""><p style=""margin:0in 0in 8pt;font-size:11pt;font-family:Calibri, sans-serif;""><span style=""font-size:10.5pt;font-family:&quot;Segoe UI&quot;,sans-serif;color:black;background:white;"">This is a preloaded task,
feel free to create or modify this task to reflect data ingest needs.</span> </p><p style=""margin:0in 0in 8pt;font-size:11pt;font-family:Calibri, sans-serif;""><span style=""font-size:10.5pt;font-family:&quot;Segoe UI&quot;,sans-serif;color:black;background:white;""><br></span> </p><p style=""margin:0in 0in 8pt;font-size:11pt;font-family:Calibri, sans-serif;""><span style=""font-size:10.5pt;font-family:&quot;Segoe UI&quot;,sans-serif;color:black;background:white;""></span> </p><p style=""margin:0in 0in 8pt;font-size:11pt;font-family:Calibri, sans-serif;""><span style=""font-size:12.0pt;"">In Azure Sentinel, select <b>Data
connectors </b>and then click the <b>Cloud App Security </b>tile.</span> </p><ol style=""margin-bottom:0in;margin-top:0in;"" start=1 type=1>
 <li style=""margin:0in 0in 8pt;font-size:11pt;font-family:Calibri, sans-serif;""><span lang=EN-GB style=""font-size:12.0pt;"">Click <b>Connect
     </b>to stream the Alerts from Cloud App Security into Sentinel<b>.</b></span><span style=""font-size:12.0pt;""></span> </li>
 <li style=""margin:0in 0in 8pt;font-size:11pt;font-family:Calibri, sans-serif;""><span lang=EN-GB style=""font-size:12.0pt;"">Click <b>Connect
     </b>to stream the Discovery logs from Cloud App Security into Sentinel<b>.</b></span><span style=""font-size:12.0pt;""></span> </li>
 <li style=""margin:0in 0in 8pt;font-size:11pt;font-family:Calibri, sans-serif;""><span lang=EN-GB style=""font-size:12.0pt;"">You will
     have to login with an account that has Global Admin or Security Admin
     permissions on the tenant.</span><span style=""font-size:12.0pt;""></span> </li> </ol><br></span><p> </p><br> </div>"
"23","Task","Connect -  Microsoft Defender ATP",,"New","Azure Sentinel DevOps",,"<div><span style=""display:inline !important;""><p style=""margin:0in 0in 8pt;font-size:11pt;font-family:Calibri, sans-serif;""><span style=""font-size:10.5pt;font-family:&quot;Segoe UI&quot;,sans-serif;color:black;background:white;"">This is a preloaded task,
feel free to create or modify this task to reflect data ingest needs.</span> </p></span><br> </div>"
"22","Task","Connect - Office 365",,"New","Azure Sentinel DevOps",,"<div><span style=""display:inline !important;""><p style=""margin:0in 0in 8pt;font-size:11pt;font-family:Calibri, sans-serif;""><span style=""font-size:10.5pt;font-family:&quot;Segoe UI&quot;,sans-serif;color:black;background:white;"">This is a preloaded task,
feel free to create or modify this task to reflect data ingest needs.</span> </p><p style=""margin:0in 0in 8pt;font-size:11pt;font-family:Calibri, sans-serif;""><span style=""font-size:10.5pt;font-family:&quot;Segoe UI&quot;,sans-serif;color:black;background:white;""><br></span> </p><p style=""margin:0in 0in 8pt;font-size:11pt;font-family:Calibri, sans-serif;""><span style=""font-size:10.5pt;font-family:&quot;Segoe UI&quot;,sans-serif;color:black;background:white;""><p style=""margin:0in 0in 8pt;font-size:11pt;font-family:Calibri, sans-serif;""><span style=""font-size:12.0pt;"">In Azure Sentinel, select <b>Data
connectors </b>and then click the <b>Office 365 </b>tile.</span> </p><ol style=""margin-bottom:0in;margin-top:0in;"" start=1 type=1>
 <li style=""margin:0in 0in 8pt;font-size:11pt;font-family:Calibri, sans-serif;""><span lang=EN-GB style=""font-size:12.0pt;"">Select <b>Click
     here to install solution.</b></span><span style=""font-size:12.0pt;""></span> </li>
 <li style=""margin:0in 0in 8pt;font-size:11pt;font-family:Calibri, sans-serif;""><span lang=EN-GB style=""font-size:12.0pt;"">Click <b>Add
     tenant</b>, then login with an account that has Global Admin permissions
     on the tenant.</span><span style=""font-size:12.0pt;""></span> </li>
 <li style=""margin:0in 0in 8pt;font-size:11pt;font-family:Calibri, sans-serif;""><span style=""font-size:12.0pt;"">Under Stream Office 365 activity logs,
     click <b>Select </b>to choose which log types you want to stream into
     Sentinel. Currently, Azure Sentinel supports Exchange and SharePoint.</span> </li> </ol><p style=""margin:0in 0in 8pt;font-size:11pt;font-family:Calibri, sans-serif;""><span lang=EN-GB style=""font-size:12.0pt;"">To stream mailbox auditing from your tenants use<span style="""">&nbsp; </span>Exchange Online Powershell:</span><span style=""font-size:12.0pt;""></span> </p><p style=""margin:0in 0in 8pt;font-size:11pt;font-family:Calibri, sans-serif;""><span lang=EN-GB style=""font-size:12.0pt;"">Get-OrganizationConfig | FL AuditDisabled</span><span style=""font-size:12.0pt;""></span> </p><br></span> </p></span><br> </div>"
"21","Task","Connect - Azure Identity Protection",,"New","Azure Sentinel DevOps",,"<div style=""margin-top:0px;margin-bottom:0px;margin-left:0in;text-align:left;unicode-bidi:embed;""><div style=""margin:0px 0in 10.6667px;font-size:11pt;font-family:Calibri, sans-serif;""><b><span style=""font-size:12.0pt;color:red;background:white;""></span></b><span style=""font-size:12pt;background:white;""><span style=""box-sizing:border-box;""><p style=""color:black;margin:0in 0in 8pt;font-size:11pt;""><span style=""font-size:12.0pt;""><span style=""font-family:&quot;Segoe UI&quot;, sans-serif;font-size:14px;text-align:start;display:inline !important;"">This is a preloaded task, feel free to create or modify this task to reflect data ingest needs.</span><br></span> </p><p style=""color:black;margin:0in 0in 8pt;font-size:11pt;""><span style=""font-size:12.0pt;""><span style=""font-family:&quot;Segoe UI&quot;, sans-serif;font-size:14px;text-align:start;display:inline !important;""><br></span></span> </p><p style=""color:black;margin:0in 0in 8pt;font-size:11pt;""><span style=""font-size:12.0pt;"">In Azure Sentinel, select <b>Data
connectors </b>and then click the <b>Azure AD Identity Protection </b>tile.</span> </p><p style=""margin:0in 0in 8pt;font-size:11pt;""><span style=""color:black;""><span style=""font-size:12pt;""><br></span></span> </p><p style=""margin:0in 0in 8pt;font-size:11pt;""><span style=""color:black;""><span style=""font-size:12pt;color:rgb(200, 38, 19);"">Important:</span><span style=""font-weight:bold;font-size:12pt;""> </span></span><span style=""color:black;font-size:12pt;"">You must have an Azure P1 or P2 license to
enable the Azure AD logs.</span> </p><ol style=""color:black;margin-bottom:0in;margin-top:0in;"" start=1 type=1>
 <li style=""margin:0in 0in 8pt;font-size:11pt;""><span lang=EN-GB style=""font-size:12.0pt;"">Click <b>Connect
     </b>to stream the Azure AD Identity Protection events into Sentinel. </span><span style=""font-size:12.0pt;""></span> </li>
 <li style=""margin:0in 0in 8pt;font-size:11pt;""><span lang=EN-GB style=""font-size:12.0pt;"">You will
     have to login with an account that has Global Admin or Security Admin
     permissions on the tenant.</span><span style=""font-size:12.0pt;""></span> </li> </ol></span></span><span style=""font-size:12.0pt;""></span> </div><br> </div><br>"
