Work Item Type,ID,Title,Assigned To,State,Area Path,Tags,Comment Count,Description
"Task","533","2. Study Data Management Landing Zone details",,"New","Modern Data Analytics",,"0","<div><span style=""color:rgb(23, 23, 23);font-family:&quot;Segoe UI&quot;, SegoeUI, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;font-size:16px;display:inline !important;"">The data management landing zone is classified as a management function and is central to the enterprise-scale for analytics and AI platform. It's responsible for the governance of the platform and enables communication to ingest data sources from Azure, third-party clouds, and on-premises data sources.</span><br> </div><div><span style=""color:rgb(23, 23, 23);font-family:&quot;Segoe UI&quot;, SegoeUI, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;font-size:16px;display:inline !important;""><br></span> </div><div>Please review this <a href=""https://docs.microsoft.com/en-us/azure/cloud-adoption-framework/scenarios/data-management/architectures/data-management-landing-zone?wt.mc_id=devops_eslz-data-analytics_content_1"">guidance</a> </div>"
"Task","532","8. Review and select data landing zone topologies - Single, Multiple, Highly Sensitive",,"New","Modern Data Analytics",,"0","<div>Please study to reference architectures to identify the topologies that match your business requirements </div><div><br> </div><div>Single Data landing zone -&nbsp;<a href=""https://docs.microsoft.com/en-us/azure/cloud-adoption-framework/scenarios/data-management/architectures/reference-architecture-adatum?wt.mc_id=devops_eslz-data-analytics_content_1?wt.mc_id=devops_eslz-data-analytics_content_1"">Adatum Corporation scenario</a>&nbsp; </div><div><br> </div><div>Multiple Data Landing Zone -&nbsp;<a href=""https://docs.microsoft.com/en-us/azure/cloud-adoption-framework/scenarios/data-management/architectures/reference-architecture-relecloud?wt.mc_id=devops_eslz-data-analytics_content_1?wt.mc_id=devops_eslz-data-analytics_content_1"">Relecloud scenario</a>&nbsp; </div><div><br> </div><div>Highly Sensitive Data Landing Zone -<a href=""https://docs.microsoft.com/en-us/azure/cloud-adoption-framework/scenarios/data-management/architectures/reference-architecture-lamna?wt.mc_id=devops_eslz-data-analytics_content_1?wt.mc_id=devops_eslz-data-analytics_content_1"">&nbsp;</a><span style=""""><a href=""https://docs.microsoft.com/en-us/azure/cloud-adoption-framework/scenarios/data-management/architectures/reference-architecture-lamna?wt.mc_id=devops_eslz-data-analytics_content_1?wt.mc_id=devops_eslz-data-analytics_content_1"">Lamna Healthcare scenario</a>&nbsp;</span> </div><div><br> </div><div><br> </div><div><br> </div>"
"Task","529","1. Deploy data integration batch processing zone(s)",,"New","Modern Data Analytics",,"0","<div>Please review this <a href=""https://docs.microsoft.com/en-us/azure/cloud-adoption-framework/scenarios/data-management/eslz-provision-platform#data-integration-and-data-product-deployment-process?wt.mc_id=devops_eslz-data-analytics_content_1"">guidance</a> </div><div><br> </div><div>And these <a href=""https://github.com/Azure/data-product-batch?wt.mc_id=devops_eslz-data-analytics_content_1"">templates</a> for automation </div>"
"Task","528","1. Deploy Data Landing Zone(s)",,"New","Modern Data Analytics",,"0","<div>Please review this <a href=""https://docs.microsoft.com/en-us/azure/cloud-adoption-framework/scenarios/data-management/eslz-provision-platform#data-landing-zone-deployment-process?wt.mc_id=devops_eslz-data-analytics_content_1"">guidance</a> </div><div><br> </div><div>and this <a href=""https://github.com/Azure/data-landing-zone?wt.mc_id=devops_eslz-data-analytics_content_1"">templates </a>for automation </div>"
"Task","527","1. Deploy Data management landing zone",,"New","Modern Data Analytics",,"0","<div>Please review this <a href=""https://docs.microsoft.com/en-us/azure/cloud-adoption-framework/scenarios/data-management/eslz-provision-platform#data-management-landing-zone-deployment-process?wt.mc_id=devops_eslz-data-analytics_content_1"">guidance</a> </div><div><br> </div><div>Use the templates here to <a href=""https://github.com/Azure/data-management-zone?wt.mc_id=devops_eslz-data-analytics_content_1"">automate </a>the deployment </div>"
"Task","526","7. Plan for BCDR",,"New","Modern Data Analytics",,"0","<div><span style=""color:rgb(23, 23, 23);font-family:&quot;Segoe UI&quot;, SegoeUI, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;font-size:16px;display:inline !important;"">When you design architecture for a cloud service, consider your availability requirements and how to respond to potential interruptions in the service. An issue could be localized to the specific instance or region-wide. Having plans for both is important. Depending on your recovery time objective and the recovery point objective, you might choose an aggressive strategy for high availability and disaster recovery</span><br> </div><div><span style=""color:rgb(23, 23, 23);font-family:&quot;Segoe UI&quot;, SegoeUI, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;font-size:16px;display:inline !important;""><br></span> </div><div><span style=""color:rgb(23, 23, 23);font-family:&quot;Segoe UI&quot;, SegoeUI, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;font-size:16px;display:inline !important;"">Please review this <a href=""https://docs.microsoft.com/en-us/azure/cloud-adoption-framework/scenarios/data-management/eslz-business-continuity-and-disaster-recovery?wt.mc_id=devops_eslz-data-analytics_content_1"">guidance</a></span> </div>"
"Task","525","6. Create Operations baseline",,"New","Modern Data Analytics",,"0","<div>Please review this <a href=""https://docs.microsoft.com/en-us/azure/cloud-adoption-framework/scenarios/data-management/eslz-management-and-monitoring?wt.mc_id=devops_eslz-data-analytics_content_1"">guidance</a> </div><div><br> </div>"
"Task","524","5. Apply governance disciplines",,"New","Modern Data Analytics",,"0","<div><span style=""color:rgb(23, 23, 23);font-family:&quot;Segoe UI&quot;, SegoeUI, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;font-size:16px;display:inline !important;""><span>Apply best practices </span>security, compliance, and governance design criteria for enterprise-scale data management and analytics</span><br> </div><div><br> </div><div><a href=""https://docs.microsoft.com/en-us/azure/cloud-adoption-framework/scenarios/data-management/eslz-security-governance-and-compliance?wt.mc_id=devops_eslz-data-analytics_content_1?wt.mc_id=devops_eslz-data-analytics_content_1"">Security, governance, and compliance</a> for enterprise-scale data management and analytics&nbsp;<br> </div><div><br> </div><div><a href=""https://docs.microsoft.com/en-us/azure/cloud-adoption-framework/scenarios/data-management/eslz-policies?wt.mc_id=devops_eslz-data-analytics_content_1?wt.mc_id=devops_eslz-data-analytics_content_1"">Policies in Azure enterprise-scale for analytics and AI&nbsp;</a><br> </div><div><br> </div>"
"Task","523","4. Organize resources",,"New","Modern Data Analytics",,"0","<div><span style=""color:rgb(23, 23, 23);font-family:&quot;Segoe UI&quot;, SegoeUI, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;font-size:16px;display:inline !important;""><span>&nbsp;</span>Your strategy should include business and operational details as components of resource names and metadata tags.<span>&nbsp;</span></span><br> </div><div><br> </div><div>Please review - <a href=""https://docs.microsoft.com/en-us/azure/cloud-adoption-framework/scenarios/data-management/eslz-resource-organization?wt.mc_id=devops_eslz-data-analytics_content_1?wt.mc_id=devops_eslz-data-analytics_content_1"">Resource organization</a><br> </div>"
"Task","522","3. Review Network topology and connectivity",,"New","Modern Data Analytics",,"0","<div>Review networking pattern best practices </div><div><br> </div><div><span style=""color:rgb(23, 23, 23);font-family:&quot;Segoe UI&quot;, SegoeUI, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;font-size:16px;"">Integrating across clouds.</span><br><span style=""color:rgb(23, 23, 23);font-family:&quot;Segoe UI&quot;, SegoeUI, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;font-size:16px;"">Restricting data exfiltration.</span><br><span style=""color:rgb(23, 23, 23);font-family:&quot;Segoe UI&quot;, SegoeUI, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;font-size:16px;"">Creating access for remote workers.</span><br><span style=""color:rgb(23, 23, 23);font-family:&quot;Segoe UI&quot;, SegoeUI, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;font-size:16px;"">Interfacing with on-premises and software as a service (SaaS) solutions.</span><br><br> </div><div>Please review this <a href=""https://docs.microsoft.com/en-us/azure/cloud-adoption-framework/scenarios/data-management/eslz-network-topology-and-connectivity?wt.mc_id=devops_eslz-data-analytics_content_1?wt.mc_id=devops_eslz-data-analytics_content_1"">guidance</a> </div><div><br> </div>"
"Task","520","1. Review Enterprise enrollment",,"New","Modern Data Analytics",,"0","<div><p style=""margin:1rem 0px 0px;color:rgb(23, 23, 23);font-family:&quot;Segoe UI&quot;, SegoeUI, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;font-size:16px;"">Azure landing zones for enterprise-scale for analytics and AI don't have any considerations or recommendations that affect enterprise enrollment or Azure AD tenant decisions. </p><p style=""margin:1rem 0px 0px;color:rgb(23, 23, 23);font-family:&quot;Segoe UI&quot;, SegoeUI, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;font-size:16px;"">However, it's important to understand the decisions made by the cloud platform team, and to be aware of existing<span>&nbsp;</span><a href=""https://docs.microsoft.com/en-us/azure/cloud-adoption-framework/ready/enterprise-scale/enterprise-enrollment-and-azure-ad-tenants?wt.mc_id=devops_eslz-data-analytics_content_1"">enterprise enrollment or Azure Active Directory (Azure AD)</a> tenant decisions. </p><br> </div><div>Please review this <a href=""https://docs.microsoft.com/en-us/azure/cloud-adoption-framework/scenarios/data-management/eslz-enterprise-enrollment-and-azure-ad-tenants?wt.mc_id=devops_eslz-data-analytics_content_1"">guidance</a> </div><div><br> </div>"
"Task","518","3. Review your environment ",,"New","Modern Data Analytics",,"0","<div><span style=""color:rgb(23, 23, 23);font-family:&quot;Segoe UI&quot;, SegoeUI, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;font-size:16px;display:inline !important;"">Enterprise-scale for analytics and AI builds upon enterprise landing zones for ease of deployment and governance. The principal purpose of the enterprise landing zones is to ensure that when an application or workload lands on Azure, the required &quot;plumbing&quot; is already in place. It provides greater agility and compliance with enterprise security and governance requirements. Enterprise-scale landing zones must be in place before you deploy your first data management and analytics landing zones.</span><br> </div><div><br> </div><div><br> </div><div><a href=""https://docs.microsoft.com/en-us/azure/cloud-adoption-framework/scenarios/data-management/ready?wt.mc_id=devops_eslz-data-analytics_content_1"">Review your environment for Azure landing zones</a><br> </div>"
"Task","517","2. Define your plan",,"New","Modern Data Analytics",,"0","<div>Review&nbsp;&nbsp;<a href=""https://docs.microsoft.com/en-us/azure/cloud-adoption-framework/digital-estate/5-rs-of-rationalization?wt.mc_id=devops_eslz-data-analytics_content_1"">five Rs of rationalizing your digital estate</a><span style=""color:rgb(23, 23, 23);font-family:&quot;Segoe UI&quot;, SegoeUI, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;font-size:16px;display:inline !important;"">.&nbsp;</span> </div><div><span style=""color:rgb(23, 23, 23);font-family:&quot;Segoe UI&quot;, SegoeUI, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;font-size:16px;""><br></span> </div><div><span style=""color:rgb(23, 23, 23);font-family:&quot;Segoe UI&quot;, SegoeUI, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;font-size:16px;"">This scenario narrows the primary focus of rationalization to the&nbsp;</span><span style=""font-weight:600;color:rgb(23, 23, 23);font-family:&quot;Segoe UI&quot;, SegoeUI, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;font-size:16px;"">data estate</span><span style=""color:rgb(23, 23, 23);font-family:&quot;Segoe UI&quot;, SegoeUI, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;font-size:16px;"">, which is a subset of the overall digital estate. This plan will also look broader and deeper at the data estate than you might in other plans. Specifically, it must include plans for your overall analytics and<a href=""https://docs.microsoft.com/en-us/azure/cloud-adoption-framework/scenarios/data-management/govern?wt.mc_id=devops_eslz-data-analytics_content_1"">&nbsp;</a></span><a href=""https://docs.microsoft.com/en-us/azure/cloud-adoption-framework/scenarios/data-management/govern?wt.mc_id=devops_eslz-data-analytics_content_1"">data governance</a><span style=""color:rgb(23, 23, 23);font-family:&quot;Segoe UI&quot;, SegoeUI, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;font-size:16px;"">&nbsp;required to support the desired maturity.</span><br> </div><div><span style=""color:rgb(23, 23, 23);font-family:&quot;Segoe UI&quot;, SegoeUI, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;font-size:16px;""><br></span> </div><div><span style=""color:rgb(23, 23, 23);font-family:&quot;Segoe UI&quot;, SegoeUI, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;font-size:16px;""><a href=""https://docs.microsoft.com/en-us/azure/cloud-adoption-framework/scenarios/data-management/plan?wt.mc_id=devops_eslz-data-analytics_content_1"">Develop a plan for data management and analytics</a><br></span> </div>"
"Task","516","1. Build an initial strategy",,"New","Modern Data Analytics",,"0","<div><p style=""margin:1rem 0px 0px;color:rgb(23, 23, 23);font-family:&quot;Segoe UI&quot;, SegoeUI, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;font-size:16px;"">Customers who integrate this scenario into their cloud adoption strategy are motivated by the following common drivers: </p><ul style=""margin:16px 0px 16px 38px;list-style:none;color:rgb(23, 23, 23);font-family:&quot;Segoe UI&quot;, SegoeUI, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;font-size:16px;""><li style=""margin:0px;list-style:outside none disc;"">A scalable analytics framework designed to enable building an enterprise data platform </li><li style=""margin:0px;list-style:outside none disc;"">Self service to empower the user in data exploration, data asset creation, and product development </li><li style=""margin:0px;list-style:outside none disc;"">Foster a data led culture with reusable data assets, data communities, secure third-party exchange, and in-place sharing </li><li style=""margin:0px;list-style:outside none disc;"">Share data with confidence secured by policies, common identity, confidentiality, and encryption </li><li style=""margin:0px;list-style:outside none disc;"">Improved customer experiences and engagements </li><li style=""margin:0px;list-style:outside none disc;"">Transformation of products or services </li><li style=""margin:0px;list-style:outside none disc;"">Market disruption with new products or services </li><li style=""margin:0px;list-style:outside none disc;"">Democratization and self-service environments </li> </ul> </div><div><span>Please review this </span><a href=""https://docs.microsoft.com/en-us/azure/cloud-adoption-framework/scenarios/data-management/strategy?wt.mc_id=devops_eslz-data-analytics_content_1"">guidance</a><br> </div>"
"Feature","515","2. Post Implementation",,"New","Modern Data Analytics",,"0","Post Implementation"
"Feature","514","1. Implementation of Enterprise Scale Modern data analytics solution",,"New","Modern Data Analytics",,"0","Implementation of Enterprise Scale Modern data analytics solution"
"Feature","513","1. Planning for Enterprise Scale Modern data analytics solution",,"New","Modern Data Analytics",,"0","Planning for Enterprise Scale Modern data analytics solution"
"Epic","512","2. Modern Data Analytics Implementation",,"New","Modern Data Analytics",,"0","Modern Data Analytics Implementation"
"Epic","511","1. Modern Data Analytics Planning",,"New","Modern Data Analytics",,"0","Modern Data Analytics Planning"
